CALIFORNIA INSTITUTE OF TECHNOLOGY,2001,5650.5
HARVEY MUDD COLLEGE,2001,15100.5
POMONA COLLEGE,2001,11382.5
YALE UNIVERSITY,2001,17125.0
UNIVERSITY OF CHICAGO,2001,13792.0
NORTHWESTERN UNIVERSITY,2001,11625.0
AMHERST COLLEGE,2001,10230.0
HARVARD UNIVERSITY,2001,5464.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2001,12693.5
WILLIAMS COLLEGE,2001,11625.0
WASHINGTON UNIVERSITY IN ST LOUIS,2001,14392.0
DARTMOUTH COLLEGE,2001,9972.0
PRINCETON UNIVERSITY,2001,8525.0
COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,2001,15138.0
DUKE UNIVERSITY,2001,15069.0
UNIVERSITY OF PENNSYLVANIA,2001,16250.0
SWARTHMORE COLLEGE,2001,14948.0
RICE UNIVERSITY,2001,6543.5
STANFORD UNIVERSITY,2001,8625.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,2002,6125.0
HARVEY MUDD COLLEGE,2002,14500.0
POMONA COLLEGE,2002,9845.0
YALE UNIVERSITY,2002,15634.0
UNIVERSITY OF CHICAGO,2002,13977.0
NORTHWESTERN UNIVERSITY,2002,11625.0
AMHERST COLLEGE,2002,9625.0
HARVARD UNIVERSITY,2002,4288.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2002,10247.0
WILLIAMS COLLEGE,2002,10387.5
WASHINGTON UNIVERSITY IN ST LOUIS,2002,14500.0
DARTMOUTH COLLEGE,2002,10194.0
PRINCETON UNIVERSITY,2002,6090.0
COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,2002,14875.0
DUKE UNIVERSITY,2002,14946.0
UNIVERSITY OF PENNSYLVANIA,2002,16500.0
SWARTHMORE COLLEGE,2002,15086.5
RICE UNIVERSITY,2002,6976.5
STANFORD UNIVERSITY,2002,8125.0
CALIFORNIA INSTITUTE OF TECHNOLOGY,2003,6125.0
HARVEY MUDD COLLEGE,2003,13469.0
POMONA COLLEGE,2003,8340.0
YALE UNIVERSITY,2003,14193.0
UNIVERSITY OF CHICAGO,2003,14310.0
NORTHWESTERN UNIVERSITY,2003,11950.0
AMHERST COLLEGE,2003,9285.0
HARVARD UNIVERSITY,2003,3917.0
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2003,7744.0
